ticker,DDOG US Equity,DDOG US Equity,DDOG US Equity,DDOG US Equity,DDOG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2022-08-11,114.78,119.51,113.714,100.3192,135.7721,UP,1
2022-08-12,115.72,116.0,114.2,100.6836,135.5313,UP,1
2022-08-15,116.2,115.25,114.844,100.806,135.3269,DOWN,0
2022-08-16,113.54,114.51,115.6,100.968,135.0896,DOWN,0
2022-08-17,110.02,111.09,114.052,101.1052,134.8044,DOWN,0
2022-08-18,109.45,109.29,112.986,101.133,134.5257,DOWN,0
2022-08-19,105.73,107.36,110.988,101.1006,134.2299,DOWN,0
2022-08-22,101.85,102.35,108.118,101.0648,133.9252,UP,1
2022-08-23,102.99,102.55,106.008,101.2006,133.6054,UP,1
2022-08-24,105.3,102.62,105.064,101.5838,133.2044,UP,1
2022-08-25,110.38,109.75,105.25,102.0492,132.7995,DOWN,0
2022-08-26,106.73,109.83,105.45,102.3968,132.3504,DOWN,0
2022-08-29,105.29,104.39,106.138,102.8628,131.9328,DOWN,0
2022-08-30,104.61,106.22,106.462,103.2424,131.5042,UP,1
2022-08-31,104.95,106.585,106.392,103.5352,131.0638,DOWN,0
2022-09-01,97.14,101.88,103.744,103.6562,130.5945,DOWN,0
2022-09-02,96.94,99.19,101.786,103.583,130.1129,DOWN,0
2022-09-06,92.33,96.63,99.194,103.28,129.6232,UP,1
2022-09-07,95.62,92.09,97.396,103.0884,129.1483,UP,1
2022-09-08,97.89,94.35,95.984,103.0998,128.6748,UP,1
2022-09-09,100.54,100.0,96.664,103.1432,128.2737,UP,1
2022-09-12,104.39,102.07,98.154,103.3262,127.8986,DOWN,0
2022-09-13,96.63,97.0,99.014,103.2378,127.48,UP,1
2022-09-14,97.03,98.34,99.296,103.0108,127.0589,DOWN,0
2022-09-15,95.36,95.26,98.79,102.7574,126.6208,DOWN,0
2022-09-16,91.25,91.76,96.932,102.4284,126.1856,UP,1
2022-09-19,93.8,90.35,94.814,102.1386,125.8319,DOWN,0
2022-09-20,93.57,92.97,94.202,101.9298,125.4526,UP,1
2022-09-21,94.51,95.5,93.698,101.8736,125.104,DOWN,0
2022-09-22,89.44,93.92,92.514,101.7156,124.7442,DOWN,0
2022-09-23,87.28,88.15,91.72,101.5856,124.2955,DOWN,0
2022-09-26,86.41,87.15,90.242,101.4418,123.8118,UP,1
2022-09-27,87.74,88.14,89.076,101.3758,123.3734,UP,1
2022-09-28,89.76,88.11,88.126,101.3118,122.9494,DOWN,0
2022-09-29,87.45,87.5,87.728,101.0432,122.5265,UP,1
2022-09-30,88.78,87.86,88.028,100.7942,122.1665,UP,1
2022-10-03,90.94,89.61,88.934,100.7372,121.7661,UP,1
2022-10-04,95.35,94.99,90.456,100.8344,121.4226,DOWN,0
2022-10-05,95.11,92.87,91.526,101.0222,121.0474,DOWN,0
2022-10-06,93.66,94.75,92.768,101.0142,120.6938,DOWN,0
2022-10-07,88.06,90.82,92.624,100.861,120.2466,DOWN,0
2022-10-10,84.02,87.61,91.24,100.5012,119.7683,DOWN,0
2022-10-11,82.72,84.83,88.714,100.0866,119.2801,DOWN,0
2022-10-12,82.35,82.63,86.162,99.6062,118.7745,DOWN,0
2022-10-13,80.9,77.34,83.61,98.9758,118.2919,DOWN,0
2022-10-14,75.69,82.62,81.136,98.2798,117.7718,UP,1
2022-10-17,80.79,79.36,80.49,97.6298,117.2811,UP,1
2022-10-18,81.78,84.825,80.302,97.0058,116.7995,DOWN,0
2022-10-19,79.0,80.243,79.632,96.3906,116.3753,UP,1
2022-10-20,82.34,81.725,79.92,95.6822,115.9982,DOWN,0
2022-10-21,82.15,80.9,81.212,95.0296,115.6814,UP,1
2022-10-24,82.43,82.98,81.54,94.3638,115.3741,UP,1
2022-10-25,88.75,82.98,82.934,93.8148,115.0989,DOWN,0
2022-10-26,81.5,81.585,83.434,93.174,114.7747,UP,1
2022-10-27,82.16,83.0,83.398,92.6168,114.4425,DOWN,0
2022-10-28,81.13,78.45,83.194,92.0504,114.1165,DOWN,0
2022-10-31,80.51,80.88,82.81,91.546,113.8434,UP,1
2022-11-01,80.8,83.24,81.22,91.125,113.556,DOWN,0
2022-11-02,74.48,79.12,79.816,90.5548,113.2691,UP,1
2022-11-03,75.01,78.8,78.386,89.949,112.9896,DOWN,0
2022-11-04,70.38,75.3,76.236,89.149,112.6914,DOWN,0
2022-11-07,69.48,71.1,74.03,88.404,112.4111,UP,1
2022-11-08,70.49,70.2,71.968,87.708,112.0832,DOWN,0
2022-11-09,67.22,69.6,70.516,86.9602,111.7936,UP,1
2022-11-10,76.52,76.09,70.818,86.3916,111.536,UP,1
2022-11-11,82.35,77.01,73.212,86.0958,111.307,DOWN,0
2022-11-14,78.12,81.3,74.94,85.7194,111.0128,UP,1
2022-11-15,86.1,82.435,78.062,85.5948,110.7127,DOWN,0
2022-11-16,82.44,84.5,81.106,85.3312,110.386,DOWN,0
2022-11-17,79.0,78.892,81.602,84.9534,110.07,DOWN,0
2022-11-18,76.52,80.22,80.436,84.473,109.7625,DOWN,0
2022-11-21,73.35,75.12,79.482,83.8522,109.378,DOWN,0
2022-11-22,72.33,73.35,76.728,83.3662,108.9765,UP,1
2022-11-23,75.31,72.59,75.302,82.9318,108.5944,DOWN,0
2022-11-25,74.84,74.67,74.47,82.5214,108.1911,DOWN,0
2022-11-28,73.47,74.36,73.86,82.1658,107.6855,DOWN,0
2022-11-29,72.06,73.98,73.602,81.731,107.2088,UP,1
2022-11-30,75.78,71.26,74.292,81.3752,106.7659,X,X
