ticker,NETTF US Equity,NETTF US Equity,NETTF US Equity,NETTF US Equity,NETTF US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2022-10-19,13.37,13.6,13.8408,16.4105,18.2402,DOWN,0
2022-10-20,12.88,12.51,13.6448,16.3185,18.2045,DOWN,0
2022-10-21,11.92,11.98,13.2628,16.1869,18.1681,DOWN,0
2022-10-24,11.264,11.15,12.6668,16.048,18.1262,UP,1
2022-10-25,11.41,11.39,12.1688,15.9072,18.0858,UP,1
2022-10-26,11.52,11.24,11.7988,15.7688,18.0418,DOWN,0
2022-10-27,11.2425,11.22,11.4713,15.6254,17.9951,DOWN,0
2022-10-28,10.51,10.65,11.1893,15.4904,17.9445,UP,1
2022-10-31,10.87,10.7,11.1105,15.374,17.8964,UP,1
2022-11-01,11.915,11.58,11.2115,15.2691,17.852,DOWN,0
2022-11-02,11.72,11.99,11.2515,15.1613,17.8091,DOWN,0
2022-11-03,11.07,11.23,11.217,15.0375,17.7609,UP,1
2022-11-04,12.17,12.59,11.549,14.9163,17.7132,UP,1
2022-11-07,12.47,12.47,11.869,14.8031,17.6783,DOWN,0
2022-11-08,12.03,12.25,11.892,14.6887,17.6417,DOWN,0
2022-11-09,11.79,11.95,11.906,14.5813,17.6023,UP,1
2022-11-10,12.27,12.42,12.146,14.4733,17.5607,UP,1
2022-11-11,12.8,12.57,12.272,14.3779,17.5255,UP,1
2022-11-14,13.04,13.1,12.386,14.2788,17.4959,UP,1
2022-11-15,13.87,14.07,12.754,14.207,17.4617,UP,1
2022-11-16,14.26,14.24,13.248,14.1488,17.429,DOWN,0
2022-11-17,13.91,13.65,13.576,14.093,17.3948,DOWN,0
2022-11-18,13.25,14.1,13.666,14.0014,17.3628,DOWN,0
2022-11-21,13.01,12.96,13.66,13.9084,17.3289,DOWN,0
2022-11-22,12.8,12.8,13.446,13.817,17.2933,UP,1
2022-11-23,13.27,13.13,13.248,13.7424,17.2554,UP,1
2022-11-25,13.7,13.0,13.206,13.6808,17.2172,DOWN,0
2022-11-28,13.04,12.78,13.164,13.6122,17.1763,UP,1
2022-11-29,13.89,13.7,13.34,13.5659,17.1473,DOWN,0
2022-11-30,13.7,13.83,13.52,13.5083,17.1177,X,X
