ticker,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,
date,,,,,,
2012-03-21,2.343,2.329,2.3388,2.116,1.9194,2.293
2012-03-22,2.293,2.331,2.3308,2.1251,1.9214,2.272
2012-03-23,2.272,2.284,2.3143,2.1329,1.9237,2.493
2012-03-26,2.493,2.373,2.3465,2.1451,1.927,2.529
2012-03-27,2.529,2.477,2.3863,2.1653,1.9303,2.523
2012-03-28,2.523,2.519,2.4223,2.1803,1.9335,2.489
2012-03-29,2.489,2.546,2.4613,2.1943,1.9364,2.483
2012-03-30,2.483,2.501,2.5035,2.2083,1.9397,2.439
2012-04-02,2.439,2.489,2.4925,2.2216,1.943,2.534
2012-04-03,2.534,2.447,2.4935,2.2366,1.9469,2.333
2012-04-04,2.333,2.351,2.4555,2.2467,1.9499,2.299
2012-04-05,2.299,2.34,2.4175,2.2554,1.9522,2.21
2012-04-09,2.21,2.273,2.3629,2.261,1.9542,2.164
2012-04-10,2.164,2.21,2.308,2.2651,1.9557,2.206
2012-04-11,2.206,2.216,2.2424,2.2698,1.9576,2.229
2012-04-12,2.229,2.251,2.2216,2.2757,1.9596,2.239
2012-04-13,2.239,2.263,2.2097,2.281,1.9614,2.15
2012-04-16,2.15,2.227,2.1977,2.2837,1.9627,2.149
2012-04-17,2.149,2.162,2.1948,2.2851,1.9638,2.177
2012-04-18,2.177,2.139,2.1891,2.2863,1.965,2.211
2012-04-19,2.211,2.183,2.1853,2.2884,1.9663,2.211
2012-04-20,2.211,2.209,2.1796,2.29,1.9677,2.129
2012-04-23,2.129,2.191,2.1755,2.2891,1.9685,2.121
2012-04-24,2.121,2.121,2.1699,2.2901,1.9695,2.194
2012-04-25,2.194,2.138,2.1732,2.292,1.971,2.233
2012-04-26,2.233,2.197,2.1776,2.2924,1.9728,2.223
2012-04-27,2.223,2.24,2.18,2.2921,1.9743,2.209
2012-04-30,2.209,2.218,2.1959,2.2907,1.9762,2.252
2012-05-01,2.252,2.209,2.222,2.2891,1.9782,2.263
2012-05-02,2.263,2.233,2.2357,2.2883,1.9805,2.164
2012-05-03,2.164,2.261,2.222,2.286,1.982,2.122
2012-05-04,2.122,2.155,2.2019,2.2824,1.983,2.165
2012-05-07,2.165,2.131,2.1931,2.2807,1.9843,2.013
2012-05-08,2.013,2.167,2.1452,2.2761,1.9846,2.004
2012-05-09,2.004,2.02,2.0935,2.2711,1.9851,2.197
2012-05-10,2.197,2.198,2.1001,2.2705,1.9868,2.15
2012-05-11,2.15,2.166,2.1057,2.2676,1.9883,2.004
2012-05-14,2.004,2.128,2.0736,2.2623,1.9889,1.962
2012-05-15,1.962,2.017,2.0635,2.2565,1.9894,1.945
2012-05-16,1.945,1.972,2.0517,2.2513,1.9895,1.905
2012-05-17,1.905,1.953,1.9932,2.2452,1.9899,1.837
2012-05-18,1.837,1.891,1.9307,2.2379,1.99,1.918
2012-05-21,1.918,1.839,1.9135,2.2299,1.9914,2.053
2012-05-22,2.053,2.007,1.9316,2.223,1.9935,2.068
2012-05-23,2.068,2.037,1.9561,2.2162,1.996,2.021
2012-05-24,2.021,2.083,1.9795,2.2096,1.9978,1.987
2012-05-25,1.987,2.011,2.0095,2.2027,1.9998,2.113
2012-05-29,2.113,2.001,2.0484,2.1978,2.0019,2.027
2012-05-30,2.027,2.072,2.0433,2.1917,2.0032,1.967
2012-05-31,1.967,2.005,2.0231,2.1845,2.0043,1.877
2012-06-01,1.877,1.902,1.9941,2.1751,2.005,1.859
2012-06-04,1.859,1.869,1.9684,2.1664,2.0057,1.861
2012-06-05,1.861,1.856,1.918,2.1582,2.0069,1.948
2012-06-06,1.948,1.88,1.9021,2.1473,2.0092,1.929
2012-06-07,1.929,1.987,1.8945,2.1353,2.0116,2.005
2012-06-08,2.005,1.924,1.9203,2.1249,2.0139,1.941
2012-06-11,1.941,2.021,1.9368,2.114,2.0157,1.977
2012-06-12,1.977,1.949,1.9601,2.1039,2.0179,1.985
2012-06-13,1.985,1.97,1.9675,2.0948,2.0199,1.959
2012-06-14,1.959,2.012,1.9736,2.0833,2.0214,1.994
2012-06-15,1.994,1.959,1.9713,2.0765,2.0232,2.123
2012-06-18,2.123,1.996,2.0076,2.073,2.0256,2.139
2012-06-19,2.139,2.135,2.04,2.0716,2.0283,2.252
2012-06-20,2.252,2.233,2.0935,2.0733,2.0318,2.146
2012-06-21,2.146,2.284,2.1308,2.0721,2.0349,2.252
2012-06-22,2.252,2.173,2.1825,2.0726,2.0382,2.207
2012-06-25,2.207,2.263,2.1994,2.072,2.0414,2.107
2012-06-26,2.107,2.137,2.193,2.0711,2.0443,2.131
2012-06-27,2.131,2.127,2.1687,2.0707,2.0473,2.094
2012-06-28,2.094,2.127,2.1583,2.0691,2.0497,2.086
2012-06-29,2.086,2.187,2.1251,2.0666,2.0521,2.027
2012-07-02,2.027,2.09,2.0889,2.0629,2.0539,2.044
2012-07-03,2.044,2.04,2.0763,2.0612,2.0555,2.082
2012-07-05,2.082,2.054,2.0665,2.0604,2.0574,2.066
2012-07-06,2.066,2.066,2.0609,2.0578,2.059,2.099
2012-07-09,2.099,2.063,2.0636,2.0552,2.0609,2.085
2012-07-10,2.085,2.103,2.0752,2.0524,2.0628,2.101
2012-07-11,2.101,2.105,2.0865,2.0502,2.0645,2.18
2012-07-12,2.18,2.086,2.1061,2.0488,2.0669,2.283
2012-07-13,2.283,2.198,2.1496,2.0492,2.0696,2.397
2012-07-16,2.397,2.288,2.2092,2.0539,2.0734,2.223
2012-07-17,2.223,2.333,2.2369,2.0559,2.0764,2.143
2012-07-18,2.143,2.095,2.2455,2.0555,2.079,2.151
2012-07-19,2.151,2.181,2.2397,2.0583,2.0819,2.119
2012-07-20,2.119,2.138,2.2069,2.0606,2.0846,2.044
2012-07-23,2.044,2.07,2.1363,2.0575,2.0863,1.989
2012-07-24,1.989,2.044,2.0895,2.0543,2.0873,1.93
2012-07-25,1.93,1.995,2.0468,2.0528,2.088,1.875
2012-07-26,1.875,1.993,1.9916,2.0511,2.088,1.967
2012-07-27,1.967,1.914,1.9612,2.0515,2.0887,1.823
2012-07-30,1.823,1.967,1.9171,2.0499,2.0885,1.828
2012-07-31,1.828,1.836,1.8848,2.0497,2.0883,1.75
2012-08-01,1.75,1.866,1.8488,2.0463,2.0877,1.74
2012-08-02,1.74,1.789,1.8217,2.0401,2.0873,1.818
2012-08-03,1.818,1.793,1.7919,2.0351,2.087,1.885
2012-08-06,1.885,1.837,1.8041,2.0324,2.0872,2.017
2012-08-07,2.017,1.918,1.8419,2.0329,2.0882,1.939
2012-08-08,1.939,1.993,1.8797,2.0295,2.0885,1.961
2012-08-09,1.961,1.968,1.9239,2.0281,2.0888,1.996
2012-08-10,1.996,1.954,1.9595,2.0287,2.0894,2.078
2012-08-13,2.078,1.979,1.9981,2.0328,2.0904,1.961
2012-08-14,1.961,2.05,1.9871,2.0348,2.0906,1.96
2012-08-15,1.96,1.959,1.9912,2.0368,2.0905,2.02
2012-08-16,2.02,1.969,2.0031,2.0382,2.0908,2.001
2012-08-17,2.001,2.019,2.004,2.0397,2.0912,1.967
2012-08-20,1.967,2.01,1.9819,2.0389,2.0914,1.941
2012-08-21,1.941,1.972,1.9777,2.0389,2.0903,1.997
2012-08-22,1.997,1.934,1.9851,2.0393,2.0895,2.049
2012-08-23,2.049,2.0,1.9908,2.0406,2.0894,1.967
2012-08-24,1.967,2.004,1.984,2.0407,2.0886,1.888
2012-08-27,1.888,1.971,1.9681,2.0386,2.0877,1.913
2012-08-28,1.913,1.893,1.9625,2.0344,2.0868,1.894
2012-08-29,1.894,1.899,1.942,2.0295,2.0851,1.894
2012-08-30,1.894,1.907,1.9111,2.0223,2.0835,1.901
2012-08-31,1.901,1.907,1.898,2.0174,2.0817,1.876
2012-09-04,1.876,1.901,1.8956,2.0099,2.0794,1.863
2012-09-05,1.863,1.867,1.8856,2.003,2.0775,1.903
2012-09-06,1.903,1.867,1.8875,1.9989,2.0762,1.957
2012-09-07,1.957,1.903,1.9,1.9955,2.0754,1.825
2012-09-10,1.825,1.947,1.8847,1.9901,2.0738,1.853
2012-09-11,1.853,1.851,1.8801,1.9854,2.0726,1.885
2012-09-12,1.885,1.86,1.8847,1.9826,2.0714,1.965
2012-09-13,1.965,1.905,1.8971,1.981,2.0704,2.026
2012-09-14,2.026,2.0,1.9109,1.9799,2.07,2.169
2012-09-17,2.169,2.157,1.9799,1.982,2.0699,2.089
2012-09-18,2.089,2.125,2.0271,1.9818,2.0695,2.07
2012-09-19,2.07,2.067,2.064,1.9815,2.0687,2.06
2012-09-20,2.06,2.062,2.0829,1.9807,2.0676,2.001
2012-09-21,2.001,2.073,2.078,1.9771,2.0659,2.044
2012-09-24,2.044,1.967,2.0529,1.9723,2.0648,1.844
2012-09-25,1.844,1.908,2.0039,1.9612,2.0637,1.836
2012-09-26,1.836,1.844,1.9571,1.9535,2.0625,1.899
2012-09-27,1.899,1.855,1.9249,1.9486,2.0619,1.952
2012-09-28,1.952,1.915,1.9151,1.9446,2.0618,1.944
2012-10-01,1.944,1.967,1.8951,1.9411,2.062,1.987
2012-10-02,1.987,1.952,1.9236,1.94,2.0624,1.953
2012-10-03,1.953,1.983,1.9471,1.9392,2.0629,1.96
2012-10-04,1.96,2.0,1.9592,1.9398,2.0634,1.926
2012-10-05,1.926,1.98,1.954,1.9409,2.0637,1.95
2012-10-08,1.95,1.924,1.9552,1.9405,2.0643,1.891
2012-10-09,1.891,1.941,1.9361,1.9419,2.0645,1.893
2012-10-10,1.893,1.893,1.9241,1.9432,2.0647,1.888
2012-10-11,1.888,1.929,1.9097,1.9459,2.0646,1.843
2012-10-12,1.843,1.888,1.8931,1.948,2.0643,1.822
2012-10-15,1.822,1.868,1.8675,1.9481,2.0638,1.871
2012-10-16,1.871,1.845,1.8633,1.9478,2.0637,1.921
2012-10-17,1.921,1.883,1.8689,1.9459,2.0639,1.869
2012-10-18,1.869,1.933,1.8652,1.9445,2.064,1.849
2012-10-19,1.849,1.855,1.8665,1.9423,2.0642,1.857
2012-10-22,1.857,1.866,1.8735,1.9395,2.0645,1.893
2012-10-23,1.893,1.825,1.8779,1.9358,2.0649,1.828
2012-10-24,1.828,1.901,1.8592,1.9331,2.0649,1.835
2012-10-25,1.835,1.853,1.8523,1.9306,2.0646,1.825
2012-10-26,1.825,1.835,1.8475,1.9267,2.0643,1.875
2012-10-31,1.875,1.847,1.8512,1.9242,2.0661,1.95
2012-11-01,1.95,1.883,1.8626,1.9238,2.067,1.928
2012-11-02,1.928,1.951,1.8826,1.9236,2.0677,2.1
2012-11-05,2.1,1.987,1.9357,1.9256,2.0693,2.077
2012-11-06,2.077,2.041,1.9859,1.9262,2.0708,2.103
2012-11-07,2.103,2.067,2.0314,1.9289,2.0724,2.087
2012-11-08,2.087,2.067,2.0589,1.9329,2.0737,2.021
2012-11-09,2.021,2.04,2.0776,1.9351,2.0745,2.071
2012-11-12,2.071,2.019,2.0719,1.9386,2.0752,2.108
2012-11-13,2.108,2.086,2.0781,1.9429,2.0759,2.092
2012-11-14,2.092,2.131,2.0759,1.9467,2.0765,2.055
2012-11-15,2.055,2.087,2.0694,1.9503,2.0771,2.123
2012-11-16,2.123,2.077,2.0897,1.9555,2.0779,2.195
2012-11-19,2.195,2.138,2.1143,1.9613,2.0788,2.2
2012-11-20,2.2,2.187,2.1328,1.9662,2.0794,2.165
2012-11-21,2.165,2.174,2.1473,1.973,2.0796,2.142
2012-11-23,2.142,2.173,2.1648,1.9788,2.0798,2.151
2012-11-26,2.151,2.14,2.1705,1.9841,2.0799,2.143
2012-11-27,2.143,2.142,2.1603,1.9876,2.0797,2.215
2012-11-28,2.215,2.133,2.1633,1.9914,2.0805,2.246
2012-11-29,2.246,2.229,2.1796,1.993,2.0812,2.255
2012-11-30,2.255,2.242,2.2021,1.9963,2.0814,2.308
2012-12-03,2.308,2.259,2.2335,2.001,2.0817,2.26
2012-12-04,2.26,2.272,2.2568,2.005,2.0817,2.247
2012-12-05,2.247,2.255,2.2632,2.0099,2.0812,2.26
2012-12-06,2.26,2.255,2.266,2.0143,2.081,2.278
2012-12-07,2.278,2.287,2.2707,2.0229,2.081,2.305
2012-12-10,2.305,2.295,2.27,2.0323,2.081,2.352
2012-12-11,2.352,2.307,2.2884,2.0414,2.0815,2.351
2012-12-12,2.351,2.347,2.3091,2.0493,2.0821,2.241
2012-12-13,2.241,2.351,2.3052,2.0553,2.082,2.254
2012-12-14,2.254,2.252,2.3004,2.0606,2.0822,2.293
2012-12-17,2.293,2.251,2.2981,2.0674,2.0821,2.306
2012-12-18,2.306,2.284,2.2889,2.0743,2.0823,2.307
2012-12-19,2.307,2.317,2.2803,2.082,2.0826,2.295
2012-12-20,2.295,2.301,2.2912,2.0889,2.0831,2.267
2012-12-21,2.267,2.263,2.2937,2.0964,2.0833,2.285
2012-12-24,2.285,2.243,2.2921,2.1042,2.0837,2.239
2012-12-26,2.239,2.264,2.2788,2.1113,2.0834,2.246
2012-12-27,2.246,2.233,2.2665,2.1193,2.0826,2.215
2012-12-28,2.215,2.225,2.2504,2.1272,2.0816,2.258
2012-12-31,2.258,2.2,2.2487,2.1349,2.0812,2.357
2013-01-02,2.357,2.333,2.2631,2.1436,2.0813,2.318
2013-01-03,2.318,2.345,2.2788,2.1526,2.0811,2.293
2013-01-04,2.293,2.32,2.2883,2.1615,2.0809,2.289
2013-01-07,2.289,2.32,2.3032,2.1701,2.0807,2.245
2013-01-08,2.245,2.3,2.3007,2.1772,2.0802,2.243
2013-01-09,2.243,2.267,2.2777,2.1855,2.08,2.235
2013-01-10,2.235,2.258,2.2612,2.1935,2.0798,2.194
2013-01-11,2.194,2.269,2.2413,2.2009,2.0783,2.217
2013-01-14,2.217,2.205,2.2269,2.2077,2.0767,2.26
2013-01-15,2.26,2.207,2.2299,2.2139,2.0754,2.273
2013-01-16,2.273,2.257,2.236,2.2208,2.0743,2.292
2013-01-17,2.292,2.277,2.2473,2.2247,2.0734,2.301
2013-01-18,2.301,2.316,2.2688,2.2292,2.0727,2.346
2013-01-22,2.346,2.304,2.2945,2.234,2.0717,2.4
2013-01-23,2.4,2.335,2.3225,2.2403,2.0721,2.466
2013-01-24,2.466,2.4,2.3611,2.2492,2.0729,2.465
2013-01-25,2.465,2.467,2.3957,2.2571,2.0742,2.535
2013-01-28,2.535,2.457,2.4425,2.2656,2.076,2.53
2013-01-29,2.53,2.54,2.4793,2.2744,2.0777,2.501
2013-01-30,2.501,2.523,2.4996,2.2833,2.079,2.501
2013-01-31,2.501,2.525,2.5065,2.2909,2.0803,2.553
2013-02-01,2.553,2.545,2.5241,2.298,2.0823,2.516
2013-02-04,2.516,2.56,2.5203,2.3044,2.0842,2.542
2013-02-05,2.542,2.533,2.5227,2.3119,2.086,2.611
2013-02-06,2.611,2.545,2.5447,2.3213,2.088,2.632
2013-02-07,2.632,2.613,2.5709,2.3309,2.0901,2.616
2013-02-08,2.616,2.63,2.5835,2.3404,2.0925,2.561
2013-02-11,2.561,2.532,2.5925,2.3473,2.0947,2.526
2013-02-12,2.526,2.563,2.5893,2.3529,2.0964,2.563
2013-02-13,2.563,2.553,2.5797,2.3591,2.0981,2.553
2013-02-14,2.553,2.576,2.564,2.364,2.0997,2.469
2013-02-15,2.469,2.567,2.5347,2.3681,2.101,2.619
2013-02-19,2.619,2.491,2.5461,2.3756,2.1029,2.569
2013-02-20,2.569,2.62,2.5548,2.3818,2.1044,2.344
2013-02-21,2.344,2.433,2.5109,2.3831,2.1053,2.407
2013-02-22,2.407,2.381,2.4817,2.3851,2.1067,2.292
2013-02-25,2.292,2.41,2.4463,2.3839,2.1073,2.295
2013-02-26,2.295,2.297,2.3816,2.3828,2.1088,2.34
2013-02-27,2.34,2.294,2.3357,2.3848,2.1104,2.322
2013-02-28,2.322,2.393,2.3313,2.3862,2.1111,2.31
2013-03-01,2.31,2.333,2.3119,2.3865,2.1119,2.372
2013-03-04,2.372,2.318,2.3279,2.3878,2.1137,2.443
2013-03-05,2.443,2.4,2.3575,2.3905,2.1161,2.513
2013-03-06,2.513,2.467,2.392,2.3949,2.1189,2.549
2013-03-07,2.549,2.515,2.4373,2.4005,2.1222,2.565
2013-03-08,2.565,2.537,2.4883,2.4061,2.1258,2.607
2013-03-11,2.607,2.591,2.5352,2.4135,2.1292,2.608
2013-03-12,2.608,2.593,2.5681,2.4207,2.132,2.599
2013-03-13,2.599,2.6,2.5853,2.4284,2.1347,2.457
2013-03-14,2.457,2.593,2.5669,2.4324,2.1369,2.353
2013-03-15,2.353,2.443,2.5245,2.4323,2.1387,2.343
2013-03-18,2.343,2.353,2.4719,2.4328,2.1398,2.339
2013-03-19,2.339,2.35,2.418,2.4337,2.1414,2.397
2013-03-20,2.397,2.351,2.3776,2.4358,2.1435,2.401
2013-03-21,2.401,2.397,2.3664,2.4389,2.1462,2.441
2013-03-22,2.441,2.413,2.3841,2.4429,2.1491,2.502
2013-03-25,2.502,2.473,2.4159,2.4482,2.1523,2.524
2013-03-26,2.524,2.532,2.4529,2.4548,2.1552,2.544
2013-03-27,2.544,2.529,2.4824,2.4614,2.1582,2.526
2013-03-28,2.526,2.549,2.5075,2.4667,2.1608,2.929
2013-04-01,2.929,2.824,2.6049,2.4798,2.1658,2.956
2013-04-02,2.956,2.907,2.6957,2.4931,2.1707,2.74
2013-04-03,2.74,2.873,2.7389,2.5019,2.1744,2.801
2013-04-04,2.801,2.741,2.7903,2.5109,2.1787,2.758
2013-04-05,2.758,2.8,2.8367,2.5181,2.1825,2.789
2013-04-08,2.789,2.798,2.8087,2.5246,2.1858,2.7
2013-04-09,2.7,2.787,2.7575,2.5293,2.1886,2.791
2013-04-10,2.791,2.713,2.7676,2.5344,2.1913,2.906
2013-04-11,2.906,2.804,2.7887,2.5419,2.1951,2.917
2013-04-12,2.917,2.883,2.8204,2.5502,2.1984,2.887
2013-04-15,2.887,2.9,2.84,2.5579,2.2018,3.039
2013-04-16,3.039,2.946,2.9079,2.5676,2.2065,3.03
2013-04-17,3.03,3.033,2.9557,2.5779,2.211,3.131
2013-04-18,3.131,3.065,3.0008,2.5897,2.2162,3.189
2013-04-19,3.189,3.164,3.0552,2.6012,2.2217,3.346
2013-04-22,3.346,3.24,3.1471,2.6155,2.2283,3.401
2013-04-23,3.401,3.4,3.2193,2.6312,2.2351,3.362
2013-04-24,3.362,3.393,3.2857,2.6472,2.2415,3.467
2013-04-25,3.467,3.367,3.3528,2.666,2.2485,3.413
2013-04-26,3.413,3.542,3.3977,2.683,2.255,3.663
2013-04-29,3.663,3.451,3.4611,2.7052,2.2629,3.599
2013-04-30,3.599,3.733,3.5008,2.7278,2.2704,3.552
2013-05-01,3.552,3.733,3.5388,2.7465,2.2773,3.607
2013-05-02,3.607,3.59,3.5669,2.7673,2.2839,3.637
2013-05-03,3.637,3.765,3.6116,2.7931,2.2901,3.967
2013-05-06,3.967,3.759,3.6724,2.8243,2.2988,3.701
2013-05-07,3.701,4.133,3.6927,2.8525,2.3066,3.719
2013-05-08,3.719,3.833,3.7261,2.8809,2.3144,4.627
2013-05-09,4.627,4.675,3.93,2.9267,2.327,5.118
2013-05-10,5.118,4.643,4.2261,2.9826,2.3423,5.853
2013-05-13,5.853,5.399,4.6035,3.0535,2.3617,5.549
2013-05-14,5.549,6.281,4.9732,3.117,2.3798,5.656
2013-05-15,5.656,5.453,5.3606,3.1813,2.3987,6.15
2013-05-16,6.15,6.313,5.6653,3.254,2.4196,6.1
2013-05-17,6.1,6.167,5.8617,3.325,2.441,5.996
2013-05-20,5.996,6.075,5.8903,3.3937,2.4618,5.839
2013-05-21,5.839,5.9,5.9483,3.4583,2.4822,5.816
2013-05-22,5.816,5.758,5.9802,3.5225,2.5026,6.182
2013-05-23,6.182,5.654,5.9867,3.5941,2.5244,6.472
2013-05-24,6.472,6.173,6.0611,3.6744,2.5474,7.356
2013-05-28,7.356,6.77,6.333,3.7745,2.5741,6.975
2013-05-29,6.975,7.57,6.5602,3.8671,2.5993,6.997
2013-05-30,6.997,6.831,6.7963,3.9603,2.6244,6.517
2013-05-31,6.517,7.084,6.8634,4.0427,2.647,6.173
2013-06-03,6.173,6.508,6.8035,4.1182,2.6675,6.323
2013-06-04,6.323,6.183,6.5969,4.1958,2.6893,6.358
2013-06-05,6.358,6.244,6.4735,4.2729,2.7113,6.49
2013-06-06,6.49,6.35,6.3721,4.3522,2.7337,6.803
2013-06-07,6.803,6.533,6.4292,4.4374,2.7577,6.67
2013-06-10,6.67,6.595,6.5287,4.5203,2.7812,6.298
2013-06-11,6.298,6.545,6.5237,4.5877,2.803,6.515
2013-06-12,6.515,6.453,6.5552,4.6588,2.8256,6.545
2013-06-13,6.545,6.6,6.5663,4.735,2.848,6.687
2013-06-14,6.687,6.667,6.5431,4.8127,2.8716,6.813
2013-06-17,6.813,6.907,6.5717,4.8938,2.8963,6.893
2013-06-18,6.893,6.783,6.6907,4.9759,2.9212,6.979
2013-06-19,6.979,6.804,6.7833,5.0614,2.9466,6.71
2013-06-20,6.71,6.977,6.8163,5.1398,2.9707,6.637
2013-06-21,6.637,6.913,6.8063,5.2144,2.9944,6.766
2013-06-24,6.766,6.433,6.7968,5.2914,3.0188,6.827
2013-06-25,6.827,6.873,6.7836,5.3702,3.0436,7.048
2013-06-26,7.048,6.92,6.7975,5.4504,3.0693,7.283
2013-06-27,7.283,7.117,6.9121,5.5355,3.096,7.157
2013-06-28,7.157,7.238,7.0163,5.616,3.1226,7.812
2013-07-01,7.812,7.291,7.2255,5.7084,3.1524,7.855
2013-07-02,7.855,7.884,7.4311,5.7986,3.1823,7.683
2013-07-03,7.683,7.867,7.558,5.8843,3.2109,8.006
2013-07-05,8.006,7.888,7.7025,5.9771,3.2408,8.107
2013-07-08,8.107,8.091,7.8925,6.0699,3.2705,8.23
2013-07-09,8.23,8.309,7.9761,6.1663,3.3012,8.151
2013-07-10,8.151,8.213,8.0355,6.2561,3.3316,8.374
2013-07-11,8.374,8.325,8.1737,6.3515,3.3631,8.66
2013-07-12,8.66,8.367,8.3045,6.4537,3.3964,8.484
2013-07-15,8.484,8.869,8.3799,6.5512,3.4286,7.27
2013-07-16,7.27,8.419,8.1879,6.6239,3.4558,8.017
2013-07-17,8.017,7.101,8.1609,6.7049,3.4867,7.935
2013-07-18,7.935,8.065,8.0732,6.7896,3.5168,7.979
2013-07-19,7.979,7.9,7.9369,6.8748,3.547,8.162
2013-07-22,8.162,7.993,7.8725,6.9455,3.5781,8.183
2013-07-23,8.183,8.267,8.0551,7.0068,3.609,8.113
2013-07-24,8.113,8.298,8.0744,7.052,3.6398,8.271
2013-07-25,8.271,8.027,8.1416,7.1064,3.6714,8.626
2013-07-26,8.626,8.543,8.2711,7.1658,3.7049,8.975
2013-07-29,8.975,8.621,8.4336,7.2223,3.74,8.783
2013-07-30,8.783,8.987,8.5536,7.276,3.7745,8.952
2013-07-31,8.952,8.838,8.7213,7.3351,3.8098,9.037
2013-08-01,9.037,9.0,8.8744,7.3991,3.8455,9.2
2013-08-02,9.2,8.973,8.9892,7.4667,3.8823,9.645
2013-08-05,9.645,9.334,9.1233,7.536,3.9214,9.477
2013-08-06,9.477,9.65,9.2621,7.5961,3.9595,8.949
2013-08-07,8.949,9.459,9.2615,7.628,3.9946,10.232
2013-08-08,10.232,10.29,9.5005,7.6931,4.0364,10.2
2013-08-09,10.2,10.16,9.7005,7.7572,4.0782,9.825
2013-08-12,9.825,9.962,9.7365,7.8233,4.118,9.695
2013-08-13,9.695,9.967,9.7803,7.8938,4.157,9.291
2013-08-14,9.291,9.515,9.8487,7.9531,4.1943,9.311
2013-08-15,9.311,9.095,9.6645,8.0122,4.2317,9.467
2013-08-16,9.467,9.442,9.5179,8.0717,4.2699,9.66
2013-08-19,9.66,9.562,9.4848,8.1289,4.3088,9.972
2013-08-20,9.972,9.91,9.5401,8.1949,4.349,9.857
2013-08-21,9.857,10.0,9.6535,8.2661,4.3886,10.473
2013-08-22,10.473,9.948,9.8859,8.3453,4.4305,10.789
2013-08-23,10.789,10.467,10.1504,8.4301,4.474,10.948
2013-08-26,10.948,11.01,10.408,8.5154,4.5183,11.134
2013-08-27,11.134,10.82,10.6404,8.6018,4.5635,11.097
2013-08-28,11.097,11.271,10.8883,8.6859,4.6089,11.071
2013-08-29,11.071,10.948,11.0077,8.7677,4.6539,11.267
2013-08-30,11.267,11.091,11.1032,8.8588,4.6997,11.263
2013-09-03,11.263,11.56,11.1661,8.9514,4.7455,11.375
2013-09-04,11.375,11.318,11.2143,9.0435,4.7921,11.329
2013-09-05,11.329,11.34,11.2607,9.1336,4.8381,11.131
2013-09-06,11.131,11.238,11.2728,9.2152,4.8828,10.713
2013-09-09,10.713,10.875,11.1622,9.2838,4.9254,11.091
2013-09-10,11.091,10.763,11.1279,9.3625,4.97,10.901
2013-09-11,10.901,11.094,11.0332,9.4243,5.0138,10.995
2013-09-12,10.995,10.933,10.9665,9.4871,5.058,11.036
2013-09-13,11.036,10.851,10.9475,9.5542,5.1025,11.105
2013-09-16,11.105,11.2,11.0259,9.6162,5.147,11.082
2013-09-17,11.082,11.005,11.024,9.6757,5.1911,11.081
2013-09-18,11.081,11.138,11.06,9.7327,5.2353,11.861
2013-09-19,11.861,11.387,11.2332,9.8069,5.283,12.226
2013-09-20,12.226,11.927,11.4712,9.8839,5.3329,12.074
2013-09-23,12.074,12.299,11.6649,9.9522,5.382,12.155
2013-09-24,12.155,11.943,11.8796,10.0256,5.4315,12.349
2013-09-25,12.349,12.237,12.1332,10.1272,5.4818,12.576
2013-09-26,12.576,12.447,12.2761,10.2184,5.5332,12.727
2013-09-27,12.727,12.501,12.3762,10.3142,5.5851,12.891
2013-09-30,12.891,12.6,12.5397,10.4125,5.6378,12.867
2013-10-01,12.867,12.931,12.682,10.5066,5.6909,12.063
2013-10-02,12.063,12.573,12.6248,10.5842,5.7399,11.554
2013-10-03,11.554,11.67,12.4204,10.653,5.7862,12.065
2013-10-04,12.065,11.76,12.2881,10.7289,5.835,12.205
2013-10-07,12.205,12.164,12.1508,10.8005,5.8845,11.649
2013-10-08,11.649,12.293,11.9072,10.8539,5.9313,11.252
2013-10-09,11.252,11.649,11.7449,10.9033,5.9762,11.529
2013-10-10,11.529,11.539,11.7399,10.9549,6.0224,11.913
2013-10-11,11.913,11.517,11.7095,11.0124,6.0708,11.981
2013-10-14,11.981,11.667,11.6648,11.068,6.1195,12.263
2013-10-15,12.263,12.352,11.7876,11.1204,6.1697,12.237
2013-10-16,12.237,12.327,11.9847,11.1756,6.2196,12.187
2013-10-17,12.187,12.236,12.1163,11.2403,6.2688,12.227
2013-10-18,12.227,12.277,12.179,11.2802,6.3183,11.507
2013-10-21,11.507,12.219,12.084,11.3064,6.3644,11.436
2013-10-22,11.436,11.367,11.9187,11.3386,6.4101,10.967
2013-10-23,10.967,11.261,11.6646,11.364,6.4537,11.543
2013-10-24,11.543,11.0,11.5359,11.4091,6.5002,11.311
2013-10-25,11.311,11.614,11.3527,11.4491,6.5456,10.857
2013-10-28,10.857,11.345,11.2228,11.4769,6.5889,10.965
2013-10-29,10.965,10.851,11.1285,11.503,6.6327,10.615
2013-10-30,10.615,10.975,11.0581,11.5158,6.6744,10.663
2013-10-31,10.663,10.378,10.882,11.5319,6.7164,10.811
2013-11-01,10.811,10.867,10.7821,11.5387,6.759,11.68
2013-11-04,11.68,11.0,10.9467,11.5565,6.8059,11.787
2013-11-05,11.787,12.0,11.1112,11.5733,6.8531,10.077
2013-11-06,10.077,10.321,11.0037,11.5521,6.8915,9.318
